frame,curTime,name,Position,curLapNum,curLapTime,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
22136,2022/3/25 20:21,wofa.bilibili,6,2,5.892,0,0.746643,0,0.013429,3,6519,0,0,0,0
22137,2022/3/25 20:21,wofa.bilibili,6,2,5.945,0,0.75,0.015051,0,3,6390,0,0,0,0
22138,2022/3/25 20:21,wofa.bilibili,6,2,6,0,0.75,0.037755,0,3,7415,0,0,0,0
22140,2022/3/25 20:21,wofa.bilibili,6,2,6.053,0,0.75,0.059875,0,3,7313,0,0,0,0
22141,2022/3/25 20:21,wofa.bilibili,6,2,6.107,0,0.75,0.123052,0,3,6443,0,0,0,0
22142,2022/3/25 20:21,wofa.bilibili,6,2,6.161,0,0.75,0.19048,0,3,6409,0,0,0,0
22143,2022/3/25 20:21,wofa.bilibili,6,2,6.206,0,0.75,0.246794,0,3,7559,0,0,0,0
22144,2022/3/25 20:21,wofa.bilibili,6,2,6.26,0,0.75,0.25,0,4,6906,0,0,0,0
22145,2022/3/25 20:21,wofa.bilibili,6,2,6.306,0,0.75,0.25,0,4,5552,0,0,0,0
22146,2022/3/25 20:21,wofa.bilibili,6,2,6.361,0,0.75,0.25,0,4,5361,0,0,0,0
22147,2022/3/25 20:21,wofa.bilibili,6,2,6.417,0,0.737595,0.274811,0,4,6977,0,0,0,0
22148,2022/3/25 20:21,wofa.bilibili,6,2,6.463,0,0.72792,0.29416,0,4,6321,0,0,0,0
22150,2022/3/25 20:21,wofa.bilibili,6,2,6.52,0,0.715927,0.323794,0,4,5578,0,0,0,0
22152,2022/3/25 20:21,wofa.bilibili,6,2,6.568,0,0.70569,0.36474,0,4,5543,0,0,0,0
22153,2022/3/25 20:21,wofa.bilibili,6,2,6.626,0,0.693514,0.413446,0,4,7271,0,0,0,0
22154,2022/3/25 20:21,wofa.bilibili,6,2,6.675,0,0.669743,0.4375,0,4,6224,0,0,0,0
22155,2022/3/25 20:21,wofa.bilibili,6,2,6.735,0,0.618112,0.4375,0,4,5836,0,0,0,0
