frame,curTime,name,Position,curLapNum,curLapTime,LapDistance,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
21629,2022/4/22 20:20,NTR.zbk,4,2,10.919,863.801,0,0.125,0,0.646713,4,10172,0,0,0,0
21630,2022/4/22 20:20,NTR.zbk,4,2,10.969,866.192,0,0.15625,0,0.5625,4,10103,0,0,0,0
21631,2022/4/22 20:21,NTR.zbk,4,2,11.02,868.396,0,0.15625,0,0.520847,4,9885,0,0,0,0
21632,2022/4/22 20:21,NTR.zbk,4,2,11.081,871.107,0,0.1875,0,0.47039,4,9619,0,0,0,0
21633,2022/4/22 20:21,NTR.zbk,4,2,11.123,872.811,0,0.1875,0,0.4375,4,9433,0,0,0,0
21636,2022/4/22 20:21,NTR.zbk,4,2,11.278,879.124,0,0.25,0,0.228003,4,8990,0,0,0,0
21637,2022/4/22 20:21,NTR.zbk,4,2,11.329,881.079,0,0.25,0,0.1875,4,8860,0,0,0,0
21640,2022/4/22 20:21,NTR.zbk,4,2,11.431,884.933,0,0.28125,0,0.146036,4,8634,0,0,0,0
21641,2022/4/22 20:21,NTR.zbk,4,2,11.483,886.825,0,0.28125,0,0.125,4,8555,0,0,0,0
21642,2022/4/22 20:21,NTR.zbk,4,2,11.535,888.645,0,0.29634,0,0.032321,4,8510,0,0,0,0
21643,2022/4/22 20:21,NTR.zbk,4,2,11.586,890.508,0,0.3125,0,0,4,8472,0,0,0,0
21644,2022/4/22 20:21,NTR.zbk,4,2,11.639,892.422,0,0.329735,0,0,4,8426,0,0,0,0
21645,2022/4/22 20:21,NTR.zbk,4,2,11.691,894.31,0,0.34375,0,0,4,8387,0,0,0,0
21646,2022/4/22 20:21,NTR.zbk,4,2,11.744,896.267,0,0.34375,0,0,4,8303,0,0,0,0
21647,2022/4/22 20:21,NTR.zbk,4,2,11.797,898.297,0,0.375,0,0,4,9938,0,0,0,0
21648,2022/4/22 20:21,NTR.zbk,4,2,11.851,900.792,0,0.375,0,0.053717,4,8365,0,0,0,0
21650,2022/4/22 20:21,NTR.zbk,4,2,11.904,903.225,0,0.40625,0,0.0625,4,8121,0,0,0,0
21651,2022/4/22 20:21,NTR.zbk,4,2,11.957,905.67,0,0.40625,0,0.0625,4,8770,0,0,0,0
21652,2022/4/22 20:21,NTR.zbk,4,2,12.011,908.163,0,0.40625,0,0.0625,4,8946,0,0,0,0
21653,2022/4/22 20:21,NTR.zbk,4,2,12.063,910.836,0,0.408401,0,0.058197,4,7978,0,0,0,0
21654,2022/4/22 20:21,NTR.zbk,4,2,12.114,913.54,0,0.43248,0,0.010041,4,7845,0,0,0,0
21655,2022/4/22 20:21,NTR.zbk,4,2,12.164,916.481,0,0.4375,0,0,4,8475,0,0,0,0
21656,2022/4/22 20:21,NTR.zbk,4,2,12.214,919.301,0,0.4375,0,0,4,8626,0,0,0,0
21657,2022/4/22 20:21,NTR.zbk,4,2,12.276,922.467,0,0.4375,0,0,4,7691,0,0,0,0
21658,2022/4/22 20:21,NTR.zbk,4,2,12.317,924.641,0,0.4375,0.023821,0,4,7621,0,0,0,0
21659,2022/4/22 20:21,NTR.zbk,4,2,12.378,927.512,0,0.4375,0.048999,0,4,8839,0,0,0,0
21660,2022/4/22 20:21,NTR.zbk,4,2,12.42,929.662,0,0.4375,0.0625,0,4,8384,0,0,0,0
21661,2022/4/22 20:21,NTR.zbk,4,2,12.476,931.872,0,0.452734,0.153902,0,4,7593,0,0,0,0
21662,2022/4/22 20:21,NTR.zbk,4,2,12.522,933.51,0,0.463476,0.218357,0,4,7584,0,0,0,0
21663,2022/4/22 20:21,NTR.zbk,4,2,12.576,935.354,0,0.46155,0.278802,0,4,8200,0,0,0,0
